history_id,account_id,borrower_id,event_at,status,changed_by,source,recorded_at,snap_month,loan_type,dpd,risk_segment,outstanding_amount
HISTORY0049987,ACC0000930,BRW0003318,2026-08-08 09:58:57,PAID,AGT0000093,CORE,2026-08-08 02:08:04,2026-08,AUTO,90,LOW,89032.49
HISTORY0048424,ACC0006217,BRW0008586,2026-08-08 09:56:34,ACTIVE,AGT0000037,PAYMENT,2026-08-08 04:20:14,2026-08,CONSUMER,45,HIGH,99853.27
HISTORY0032640,ACC0001398,BRW0008600,2026-08-08 09:49:48,CLOSED,AGT0000081,PAYMENT,2026-08-08 15:22:22,2026-08,AUTO,15,HIGH,533042.87
HISTORY0058143,ACC0013077,BRW0005211,2026-08-08 09:48:57,PAID,AGT0000095,CORE,2026-08-08 02:28:02,2026-08,CREDIT_CARD,5,MEDIUM,685615.81
HISTORY0022262,ACC0026567,BRW0001134,2026-08-08 09:45:15,NPA,AGT0000014,PAYMENT,2026-08-09 03:13:15,2026-08,BNPL,5,NPA,474255.62
HISTORY0045643,ACC0000976,BRW0006967,2026-08-08 09:37:58,ACTIVE,AGT0000034,CALL,2026-08-08 07:19:33,2026-08,PERSONAL,120,LOW,152768.99
HISTORY0024159,ACC0028228,BRW0001301,2026-08-08 09:36:41,DELINQUENT,AGT0000048,PAYMENT,2026-08-07 15:09:00,2026-08,CONSUMER,0,MEDIUM,280755.81
HISTORY0014619,ACC0010378,BRW0010125,2026-08-08 09:34:43,PTP,AGT0000044,CORE,2026-08-08 08:36:07,2026-08,CREDIT_CARD,15,LOW,282541.94
HISTORY0015303,ACC0000296,BRW0006024,2026-08-08 09:30:53,ACTIVE,AGT0000099,BATCH,2026-08-09 02:08:31,2026-08,BNPL,60,LOW,480209.2
HISTORY0050325,ACC0023328,BRW0011940,2026-08-08 09:28:29,DELINQUENT,AGT0000082,FIELD,2026-08-08 13:16:31,2026-08,AUTO,45,NPA,180888.46
HISTORY0025539,ACC0001022,BRW0001292,2026-08-08 09:13:40,CLOSED,AGT0000002,FIELD,2026-08-07 19:21:03,2026-08,CREDIT_CARD,120,MEDIUM,43661.56
HISTORY0019379,ACC0027910,BRW0004940,2026-08-08 09:09:20,PAID,AGT0000012,CALL,2026-08-07 14:17:02,2026-08,PERSONAL,90,LOW,596215.33
HISTORY0035124,ACC0027744,BRW0004366,2026-08-08 09:09:12,DELINQUENT,AGT0000021,CORE,2026-08-07 16:55:27,2026-08,CREDIT_CARD,90,HIGH,567286.08
HISTORY0032412,ACC0020315,BRW0001286,2026-08-08 09:06:26,WRITEOFF,AGT0000035,CALL,2026-08-08 19:47:49,2026-08,AUTO,90,HIGH,678021.14
HISTORY0016721,ACC0005841,BRW0003148,2026-08-08 08:57:32,PAID,AGT0000067,CORE,2026-08-08 15:41:56,2026-08,CONSUMER,1,HIGH,352538.07
HISTORY0013179,ACC0004503,BRW0004427,2026-08-08 08:56:33,PTP,AGT0000053,CORE,2026-08-07 15:23:38,2026-08,AUTO,0,LOW,232096.28
HISTORY0052629,ACC0027843,BRW0001598,2026-08-08 08:54:23,ACTIVE,AGT0000035,CALL,2026-08-08 22:58:10,2026-08,CREDIT_CARD,120,MEDIUM,533211.24
HISTORY0023749,ACC0014384,BRW0008353,2026-08-08 08:44:43,ACTIVE,AGT0000058,BATCH,2026-08-09 05:42:56,2026-08,CREDIT_CARD,120,HIGH,437753.43
HISTORY0045332,ACC0007931,BRW0010330,2026-08-08 08:10:34,WRITEOFF,AGT0000023,CALL,2026-08-08 19:34:28,2026-08,AUTO,0,LOW,38117.28
HISTORY0006786,ACC0007027,BRW0003787,2026-08-08 08:01:22,ACTIVE,AGT0000064,FIELD,2026-08-08 05:39:16,2026-08,BNPL,0,NPA,266497.22
HISTORY0059441,ACC0021963,BRW0004772,2026-08-08 07:45:40,PTP,AGT0000011,FIELD,2026-08-07 17:50:18,2026-08,BNPL,5,NPA,415271.41
HISTORY0037825,ACC0006289,BRW0002734,2026-08-08 07:39:32,NPA,AGT0000004,PAYMENT,2026-08-07 15:07:07,2026-08,AUTO,45,HIGH,660898.97
HISTORY0048766,ACC0000553,BRW0009349,2026-08-08 07:33:33,ACTIVE,AGT0000075,FIELD,2026-08-08 04:11:25,2026-08,CREDIT_CARD,120,HIGH,18381.13
HISTORY0026751,ACC0003506,BRW0006156,2026-08-08 07:24:33,DELINQUENT,AGT0000049,CORE,2026-08-09 05:28:05,2026-08,CONSUMER,60,HIGH,490004.8
HISTORY0018963,ACC0014737,BRW0011774,2026-08-08 07:11:38,PTP,AGT0000045,PAYMENT,2026-08-07 18:40:48,2026-08,PERSONAL,5,MEDIUM,446814.74
HISTORY0008465,ACC0000107,BRW0007579,2026-08-08 07:10:01,ACTIVE,AGT0000036,BATCH,2026-08-07 18:25:25,2026-08,AUTO,0,LOW,20538.52
HISTORY0024927,ACC0018438,BRW0011637,2026-08-08 06:55:12,NPA,AGT0000060,CALL,2026-08-08 20:57:21,2026-08,CREDIT_CARD,180,HIGH,329377.17
HISTORY0021209,ACC0003356,BRW0011644,2026-08-08 06:38:34,NPA,AGT0000076,CALL,2026-08-07 19:48:22,2026-08,CONSUMER,90,LOW,31624.44
HISTORY0009319,ACC0017287,BRW0009791,2026-08-08 06:32:54,CLOSED,AGT0000041,CORE,2026-08-07 10:09:09,2026-08,BNPL,1,LOW,531856.29
HISTORY0039347,ACC0019593,BRW0003168,2026-08-08 06:14:09,PTP,AGT0000016,CORE,2026-08-08 14:19:16,2026-08,BNPL,75,HIGH,148176.56
HISTORY0025002,ACC0015674,BRW0003211,2026-08-08 06:14:03,WRITEOFF,AGT0000019,CORE,2026-08-08 06:16:51,2026-08,PERSONAL,45,HIGH,392469.94
HISTORY0017616,ACC0003354,BRW0011309,2026-08-08 06:03:47,PAID,AGT0000016,CORE,2026-08-09 02:44:19,2026-08,AUTO,120,HIGH,313000.68
HISTORY0030828,ACC0026457,BRW0006938,2026-08-08 06:00:01,WRITEOFF,AGT0000038,CALL,2026-08-07 16:40:39,2026-08,CONSUMER,75,LOW,87845.35
HISTORY0005383,ACC0010691,BRW0007209,2026-08-08 05:57:52,CLOSED,AGT0000047,FIELD,2026-08-09 03:25:08,2026-08,AUTO,45,NPA,102493.36
HISTORY0057269,ACC0012639,BRW0002235,2026-08-08 05:52:01,WRITEOFF,AGT0000026,BATCH,2026-08-08 10:23:32,2026-08,CONSUMER,5,LOW,42515.16
HISTORY0055037,ACC0001204,BRW0004985,2026-08-08 05:49:23,CLOSED,AGT0000025,CALL,2026-08-08 16:21:55,2026-08,CREDIT_CARD,30,HIGH,52094.72
HISTORY0037428,ACC0008116,BRW0001439,2026-08-08 05:31:25,NPA,AGT0000013,CALL,2026-08-08 23:46:06,2026-08,BNPL,90,HIGH,282638.77
HISTORY0053896,ACC0002567,BRW0002435,2026-08-08 05:31:06,WRITEOFF,AGT0000075,CORE,2026-08-08 19:28:52,2026-08,BNPL,180,LOW,348573.89
HISTORY0017991,ACC0009720,BRW0002192,2026-08-08 05:28:36,CLOSED,AGT0000009,CALL,2026-08-07 19:43:10,2026-08,PERSONAL,1,LOW,419280.31
HISTORY0021918,ACC0026865,BRW0005443,2026-08-08 05:26:46,DELINQUENT,AGT0000063,PAYMENT,2026-08-08 23:43:40,2026-08,PERSONAL,180,LOW,316413.0
HISTORY0004369,ACC0020119,BRW0006217,2026-08-08 05:18:36,CLOSED,AGT0000070,FIELD,2026-08-08 17:45:55,2026-08,PERSONAL,75,HIGH,3432.21
HISTORY0025456,ACC0020285,BRW0002286,2026-08-08 05:09:57,NPA,AGT0000038,BATCH,2026-08-09 00:10:09,2026-08,CREDIT_CARD,180,MEDIUM,294450.35
HISTORY0057854,ACC0004765,BRW0003859,2026-08-08 05:03:35,WRITEOFF,AGT0000070,BATCH,2026-08-08 08:03:48,2026-08,CONSUMER,1,NPA,133280.94
HISTORY0055414,ACC0022355,BRW0008350,2026-08-08 05:01:39,WRITEOFF,AGT0000015,FIELD,2026-08-08 14:31:43,2026-08,BNPL,60,LOW,105138.55
HISTORY0026955,ACC0027559,BRW0010366,2026-08-08 04:46:42,WRITEOFF,AGT0000059,CALL,2026-08-08 18:55:38,2026-08,PERSONAL,5,HIGH,584166.22
HISTORY0037385,ACC0014234,BRW0004884,2026-08-08 04:44:42,CLOSED,AGT0000081,CORE,2026-08-08 23:37:20,2026-08,AUTO,120,NPA,326079.15
HISTORY0016462,ACC0019060,BRW0003475,2026-08-08 04:37:55,WRITEOFF,AGT0000021,CALL,2026-08-08 18:21:04,2026-08,CREDIT_CARD,60,HIGH,413811.52
HISTORY0047376,ACC0028245,BRW0008753,2026-08-08 04:31:14,PTP,AGT0000039,BATCH,2026-08-07 13:47:00,2026-08,PERSONAL,1,NPA,152502.49
HISTORY0048891,ACC0023115,BRW0011011,2026-08-08 04:27:30,DELINQUENT,AGT0000081,FIELD,2026-08-08 23:07:36,2026-08,CREDIT_CARD,30,MEDIUM,19622.61
HISTORY0028965,ACC0024981,BRW0006290,2026-08-08 04:21:31,CLOSED,AGT0000041,FIELD,2026-08-08 14:48:42,2026-08,CREDIT_CARD,120,NPA,596739.13
HISTORY0048326,ACC0002286,BRW0009109,2026-08-08 04:16:53,NPA,AGT0000012,CALL,2026-08-07 22:13:09,2026-08,AUTO,30,LOW,41213.63
HISTORY0045363,ACC0023885,BRW0009902,2026-08-08 04:13:29,WRITEOFF,AGT0000095,CORE,2026-08-07 10:23:59,2026-08,CREDIT_CARD,90,NPA,565607.55
HISTORY0032616,ACC0012459,BRW0003104,2026-08-08 04:13:02,PAID,AGT0000074,FIELD,2026-08-08 05:59:13,2026-08,CREDIT_CARD,45,LOW,124969.04
HISTORY0002363,ACC0028297,BRW0001699,2026-08-08 04:12:56,WRITEOFF,AGT0000072,CALL,2026-08-08 06:10:36,2026-08,PERSONAL,5,HIGH,442961.17
HISTORY0008846,ACC0019074,BRW0009500,2026-08-08 04:11:37,DELINQUENT,AGT0000092,PAYMENT,2026-08-09 03:59:28,2026-08,PERSONAL,90,LOW,72222.6
HISTORY0048262,ACC0014691,BRW0001535,2026-08-08 04:10:41,PAID,AGT0000086,BATCH,2026-08-08 06:12:34,2026-08,PERSONAL,180,MEDIUM,255264.76
HISTORY0023256,ACC0023662,BRW0008247,2026-08-08 04:08:18,CLOSED,AGT0000069,PAYMENT,2026-08-07 22:29:41,2026-08,AUTO,60,HIGH,129664.8
HISTORY0041346,ACC0025328,BRW0000726,2026-08-08 04:04:20,WRITEOFF,AGT0000041,FIELD,2026-08-08 06:30:29,2026-08,CREDIT_CARD,75,LOW,549037.0
HISTORY0029822,ACC0010652,BRW0002291,2026-08-08 04:03:57,CLOSED,AGT0000034,CORE,2026-08-07 08:00:06,2026-08,CONSUMER,90,NPA,545206.6
HISTORY0011753,ACC0015525,BRW0000579,2026-08-08 04:03:13,CLOSED,AGT0000041,PAYMENT,2026-08-08 10:35:54,2026-08,CONSUMER,60,NPA,99520.88
HISTORY0026069,ACC0009111,BRW0000894,2026-08-08 04:01:55,NPA,AGT0000095,BATCH,2026-08-07 04:25:52,2026-08,CREDIT_CARD,90,NPA,336783.29
HISTORY0013320,ACC0008810,BRW0001545,2026-08-08 04:01:03,DELINQUENT,AGT0000085,CORE,2026-08-07 16:30:54,2026-08,BNPL,5,MEDIUM,205091.92
HISTORY0023954,ACC0006201,BRW0006958,2026-08-08 04:00:13,ACTIVE,AGT0000086,FIELD,2026-08-08 14:34:44,2026-08,PERSONAL,30,HIGH,116724.93
HISTORY0022705,ACC0027310,BRW0009172,2026-08-08 03:58:40,PAID,AGT0000019,CORE,2026-08-09 02:52:55,2026-08,CONSUMER,90,MEDIUM,442126.89
HISTORY0000279,ACC0010395,BRW0001337,2026-08-08 03:57:13,DELINQUENT,AGT0000072,CORE,2026-08-08 11:53:28,2026-08,PERSONAL,180,HIGH,401885.64
HISTORY0010367,ACC0009212,BRW0002585,2026-08-08 03:54:48,WRITEOFF,AGT0000076,BATCH,2026-08-08 05:52:15,2026-08,BNPL,45,MEDIUM,332657.16
HISTORY0005792,ACC0003817,BRW0005134,2026-08-08 03:48:35,DELINQUENT,AGT0000085,PAYMENT,2026-08-08 21:23:03,2026-08,CREDIT_CARD,180,NPA,687025.8
HISTORY0002201,ACC0020712,BRW0006493,2026-08-08 03:45:42,ACTIVE,AGT0000056,PAYMENT,2026-08-07 10:35:29,2026-08,AUTO,1,LOW,562397.05
HISTORY0051342,ACC0020395,BRW0000983,2026-08-08 03:43:54,NPA,AGT0000022,PAYMENT,2026-08-08 18:03:54,2026-08,AUTO,1,NPA,219823.64
HISTORY0005065,ACC0012309,BRW0010461,2026-08-08 03:36:18,PAID,AGT0000043,CORE,2026-08-08 09:17:15,2026-08,BNPL,180,MEDIUM,166571.55
HISTORY0050825,ACC0005338,BRW0006908,2026-08-08 03:33:26,NPA,AGT0000077,PAYMENT,2026-08-07 19:04:31,2026-08,AUTO,120,HIGH,448213.41
HISTORY0015287,ACC0007387,BRW0002010,2026-08-08 03:32:29,CLOSED,AGT0000060,BATCH,2026-08-07 18:11:53,2026-08,CONSUMER,75,LOW,449408.56
HISTORY0003989,ACC0015687,BRW0011585,2026-08-08 03:20:51,PAID,AGT0000072,BATCH,2026-08-08 16:40:14,2026-08,CONSUMER,180,HIGH,247261.2
HISTORY0051319,ACC0016301,BRW0004110,2026-08-08 03:14:15,PTP,AGT0000084,BATCH,2026-08-07 19:23:48,2026-08,BNPL,60,NPA,472493.08
HISTORY0057637,ACC0001897,BRW0001591,2026-08-08 02:59:45,CLOSED,AGT0000031,CORE,2026-08-08 15:06:35,2026-08,CONSUMER,75,MEDIUM,92951.1
HISTORY0049843,ACC0002548,BRW0001191,2026-08-08 02:56:20,PAID,AGT0000032,FIELD,2026-08-08 16:27:40,2026-08,CONSUMER,60,NPA,372617.29
HISTORY0001602,ACC0007257,BRW0006705,2026-08-08 02:30:43,PAID,AGT0000041,BATCH,2026-08-07 06:19:28,2026-08,BNPL,180,NPA,328483.42
HISTORY0038500,ACC0009309,BRW0011849,2026-08-08 02:30:19,ACTIVE,AGT0000028,PAYMENT,2026-08-08 05:18:46,2026-08,PERSONAL,45,LOW,644016.89
HISTORY0059767,ACC0014393,BRW0009362,2026-08-08 02:11:15,CLOSED,AGT0000022,CORE,2026-08-08 12:06:55,2026-08,AUTO,180,NPA,549108.48
HISTORY0036873,ACC0019402,BRW0005946,2026-08-08 02:07:46,ACTIVE,AGT0000004,CALL,2026-08-09 01:58:48,2026-08,BNPL,60,MEDIUM,145789.98
HISTORY0044473,ACC0014434,BRW0009691,2026-08-08 02:03:23,PAID,SYSTEM,FIELD,2026-08-08 17:22:39,2026-08,AUTO,75,HIGH,378370.27
HISTORY0001970,ACC0025213,BRW0005990,2026-08-08 02:00:47,PAID,AGT0000078,CORE,2026-08-07 03:41:50,2026-08,CREDIT_CARD,180,LOW,181101.47
HISTORY0011904,ACC0004615,BRW0002019,2026-08-08 01:50:49,DELINQUENT,AGT0000011,BATCH,2026-08-08 23:29:35,2026-08,PERSONAL,45,MEDIUM,670397.28
HISTORY0008414,ACC0020767,BRW0004548,2026-08-08 01:49:41,WRITEOFF,AGT0000068,CALL,2026-08-08 12:43:09,2026-08,CONSUMER,60,MEDIUM,522205.91
HISTORY0053540,ACC0007771,BRW0011687,2026-08-08 01:47:53,PTP,AGT0000075,CORE,2026-08-08 10:03:17,2026-08,CREDIT_CARD,15,HIGH,33459.82
HISTORY0037015,ACC0016774,BRW0011775,2026-08-08 01:46:21,CLOSED,AGT0000086,FIELD,2026-08-08 22:16:40,2026-08,BNPL,60,NPA,26027.18
HISTORY0050089,ACC0005870,BRW0000659,2026-08-08 01:41:55,ACTIVE,AGT0000026,BATCH,2026-08-07 10:53:28,2026-08,CREDIT_CARD,60,MEDIUM,609187.88
HISTORY0002109,ACC0004560,BRW0002499,2026-08-08 01:32:26,CLOSED,AGT0000063,PAYMENT,2026-08-08 09:41:22,2026-08,PERSONAL,15,NPA,256821.33
HISTORY0004857,ACC0018845,BRW0008509,2026-08-08 01:27:33,CLOSED,AGT0000003,FIELD,2026-08-08 20:01:22,2026-08,BNPL,60,LOW,118818.1
HISTORY0009180,ACC0006986,BRW0006683,2026-08-08 01:21:16,PAID,AGT0000055,CALL,2026-08-07 23:03:30,2026-08,PERSONAL,15,NPA,164261.52
HISTORY0037704,ACC0011309,BRW0010528,2026-08-08 01:19:17,WRITEOFF,AGT0000039,PAYMENT,2026-08-07 13:02:24,2026-08,CONSUMER,60,LOW,19387.38
HISTORY0033123,ACC0001578,BRW0004881,2026-08-08 01:12:05,DELINQUENT,AGT0000005,CORE,2026-08-07 23:15:24,2026-08,BNPL,0,LOW,396484.76
HISTORY0009786,ACC0025654,BRW0009389,2026-08-08 01:07:06,PAID,AGT0000046,FIELD,2026-08-07 02:25:01,2026-08,CONSUMER,1,NPA,463266.01
HISTORY0044313,ACC0021220,BRW0007984,2026-08-08 00:59:37,DELINQUENT,AGT0000027,BATCH,2026-08-08 22:14:08,2026-08,PERSONAL,120,HIGH,381586.48
HISTORY0058355,ACC0029823,BRW0007193,2026-08-08 00:59:10,WRITEOFF,AGT0000023,BATCH,2026-08-07 22:50:25,2026-08,AUTO,180,NPA,150129.04
HISTORY0036765,ACC0010571,BRW0003348,2026-08-08 00:54:37,PAID,AGT0000005,PAYMENT,2026-08-08 03:54:17,2026-08,PERSONAL,120,LOW,212200.93
HISTORY0057629,ACC0024477,BRW0007738,2026-08-08 00:51:34,WRITEOFF,AGT0000026,CORE,2026-08-07 01:45:36,2026-08,AUTO,45,LOW,503654.21
HISTORY0024392,ACC0000746,BRW0003033,2026-08-08 00:49:38,PTP,AGT0000033,BATCH,2026-08-07 12:54:23,2026-08,AUTO,30,LOW,320770.39
HISTORY0048782,ACC0015186,BRW0009092,2026-08-08 00:44:49,WRITEOFF,AGT0000010,CORE,2026-08-08 09:04:30,2026-08,AUTO,0,HIGH,196257.73
HISTORY0008117,ACC0018156,BRW0007985,2026-08-08 00:44:21,DELINQUENT,AGT0000012,BATCH,2026-08-08 05:24:29,2026-08,BNPL,90,NPA,384354.27
HISTORY0048699,ACC0006321,BRW0011718,2026-08-08 00:43:09,CLOSED,AGT0000010,FIELD,2026-08-07 12:41:03,2026-08,CONSUMER,180,HIGH,272925.08
HISTORY0005926,ACC0010179,BRW0006801,2026-08-08 00:42:17,PTP,AGT0000057,CALL,2026-08-08 16:09:55,2026-08,CREDIT_CARD,30,MEDIUM,358347.21
HISTORY0047144,ACC0017397,BRW0003631,2026-08-08 00:28:55,WRITEOFF,AGT0000036,CALL,2026-08-07 10:27:26,2026-08,CONSUMER,30,NPA,590883.06
HISTORY0020601,ACC0009380,BRW0001760,2026-08-08 00:22:23,WRITEOFF,AGT0000030,FIELD,2026-08-08 17:05:33,2026-08,CREDIT_CARD,30,NPA,476502.59
HISTORY0022033,ACC0009419,BRW0003713,2026-08-08 00:22:03,NPA,AGT0000096,CALL,2026-08-08 04:12:44,2026-08,AUTO,45,LOW,59536.14
HISTORY0041685,ACC0019759,BRW0002419,2026-08-08 00:13:11,WRITEOFF,AGT0000054,PAYMENT,2026-08-07 14:17:17,2026-08,CREDIT_CARD,0,HIGH,291762.8
HISTORY0051255,ACC0022523,BRW0003379,2026-08-08 00:04:04,PTP,AGT0000081,FIELD,2026-08-08 00:09:26,2026-08,AUTO,180,HIGH,454078.76
HISTORY0011751,ACC0004168,BRW0008888,2026-08-07 23:44:07,DELINQUENT,AGT0000071,FIELD,2026-08-07 14:45:34,2026-08,BNPL,15,MEDIUM,665455.06
HISTORY0033143,ACC0002001,BRW0004958,2026-08-07 23:44:00,PAID,AGT0000009,CORE,2026-08-07 17:05:46,2026-08,CONSUMER,5,LOW,286944.28
HISTORY0055049,ACC0000018,BRW0008613,2026-08-07 23:41:34,CLOSED,AGT0000061,CORE,2026-08-07 05:24:01,2026-08,PERSONAL,45,LOW,400488.89
HISTORY0003417,ACC0012592,BRW0000974,2026-08-07 23:40:09,CLOSED,AGT0000080,CORE,2026-08-07 03:42:54,2026-08,BNPL,75,LOW,257035.66
HISTORY0008402,ACC0012308,BRW0002921,2026-08-07 23:36:24,DELINQUENT,AGT0000050,PAYMENT,2026-08-07 21:28:16,2026-08,CREDIT_CARD,45,LOW,263163.52
HISTORY0014183,ACC0006373,BRW0001382,2026-08-07 23:25:48,WRITEOFF,AGT0000074,CALL,2026-08-08 13:10:37,2026-08,CONSUMER,60,NPA,307082.19
HISTORY0015447,ACC0020570,BRW0006706,2026-08-07 23:25:27,CLOSED,AGT0000089,FIELD,2026-08-07 23:05:59,2026-08,CREDIT_CARD,0,MEDIUM,421524.96
HISTORY0054548,ACC0003068,BRW0001666,2026-08-07 23:19:28,ACTIVE,AGT0000001,CORE,2026-08-07 16:00:35,2026-08,AUTO,60,LOW,185751.84
HISTORY0052444,ACC0022581,BRW0000186,2026-08-07 23:17:24,NPA,AGT0000066,CALL,2026-08-08 20:21:20,2026-08,CREDIT_CARD,120,LOW,614418.85
HISTORY0019851,ACC0013827,BRW0004315,2026-08-07 23:06:51,CLOSED,AGT0000042,BATCH,2026-08-08 17:05:34,2026-08,AUTO,30,MEDIUM,350048.99
HISTORY0038623,ACC0012842,BRW0001867,2026-08-07 23:05:39,DELINQUENT,AGT0000029,CORE,2026-08-08 10:01:44,2026-08,AUTO,180,LOW,413154.39
HISTORY0041164,ACC0003558,BRW0000953,2026-08-07 23:00:28,WRITEOFF,AGT0000098,FIELD,2026-08-08 09:39:58,2026-08,BNPL,60,NPA,338669.73
HISTORY0038881,ACC0015395,BRW0010080,2026-08-07 22:50:53,WRITEOFF,AGT0000083,BATCH,2026-08-07 13:24:13,2026-08,CONSUMER,30,LOW,220264.09
HISTORY0018579,ACC0014910,BRW0004395,2026-08-07 22:48:10,CLOSED,AGT0000087,CORE,2026-08-07 09:40:22,2026-08,AUTO,45,HIGH,696358.7
HISTORY0041645,ACC0025455,BRW0010272,2026-08-07 22:44:40,CLOSED,AGT0000096,CALL,2026-08-08 08:01:02,2026-08,CONSUMER,15,HIGH,646872.92
HISTORY0037621,ACC0000295,BRW0003762,2026-08-07 22:40:32,ACTIVE,AGT0000050,FIELD,2026-08-07 06:26:54,2026-08,CONSUMER,75,NPA,427412.51
HISTORY0036649,ACC0019095,BRW0002874,2026-08-07 22:39:17,PAID,AGT0000049,FIELD,2026-08-07 22:22:29,2026-08,PERSONAL,0,MEDIUM,375495.18
HISTORY0054494,ACC0022465,BRW0010971,2026-08-07 22:34:35,DELINQUENT,AGT0000083,FIELD,2026-08-08 12:54:08,2026-08,AUTO,120,LOW,412779.39
HISTORY0023302,ACC0020376,BRW0011355,2026-08-07 22:29:23,CLOSED,AGT0000053,CORE,2026-08-07 17:03:24,2026-08,BNPL,30,LOW,594334.08
HISTORY0056187,ACC0003853,BRW0007616,2026-08-07 22:25:54,CLOSED,AGT0000081,BATCH,2026-08-08 13:17:39,2026-08,BNPL,30,HIGH,345390.15
HISTORY0044025,ACC0027869,BRW0004457,2026-08-07 21:58:52,ACTIVE,AGT0000002,BATCH,2026-08-07 15:27:22,2026-08,BNPL,120,LOW,73985.57
HISTORY0025192,ACC0014694,BRW0005090,2026-08-07 21:57:26,CLOSED,AGT0000001,FIELD,2026-08-08 18:33:44,2026-08,CREDIT_CARD,30,HIGH,656045.71
HISTORY0013766,ACC0020211,BRW0006480,2026-08-07 21:57:01,PAID,AGT0000044,CORE,2026-08-07 07:37:19,2026-08,PERSONAL,75,LOW,309486.6
HISTORY0003211,ACC0001228,BRW0001813,2026-08-07 21:56:57,ACTIVE,AGT0000027,PAYMENT,2026-08-07 16:38:08,2026-08,BNPL,30,NPA,393561.56
HISTORY0038185,ACC0022008,BRW0004449,2026-08-07 21:56:06,ACTIVE,AGT0000062,BATCH,2026-08-07 02:55:12,2026-08,AUTO,5,HIGH,524954.38
HISTORY0008433,ACC0004643,BRW0003230,2026-08-07 21:52:23,PAID,AGT0000085,PAYMENT,2026-08-08 13:30:48,2026-08,CONSUMER,1,LOW,400192.23
HISTORY0045019,ACC0008544,BRW0006663,2026-08-07 21:48:11,PAID,AGT0000088,CORE,2026-08-08 01:34:29,2026-08,AUTO,0,LOW,2741.88
HISTORY0019401,ACC0026531,BRW0011606,2026-08-07 21:47:21,DELINQUENT,AGT0000037,CALL,2026-08-06 21:50:48,2026-08,BNPL,120,LOW,566920.12
HISTORY0055280,ACC0006791,BRW0007976,2026-08-07 21:38:10,PTP,AGT0000098,CORE,2026-08-08 03:33:48,2026-08,CREDIT_CARD,180,HIGH,453608.44
HISTORY0050790,ACC0004435,BRW0011263,2026-08-07 21:35:42,ACTIVE,AGT0000069,CALL,2026-08-08 16:05:46,2026-08,AUTO,30,HIGH,249465.05
HISTORY0017725,ACC0028328,BRW0009682,2026-08-07 21:34:06,CLOSED,AGT0000021,PAYMENT,2026-08-08 18:02:18,2026-08,PERSONAL,60,HIGH,436162.71
HISTORY0008820,ACC0018229,BRW0004342,2026-08-07 21:31:22,WRITEOFF,AGT0000048,CORE,2026-08-06 22:27:19,2026-08,CREDIT_CARD,60,HIGH,309664.95
HISTORY0013077,ACC0026571,BRW0008431,2026-08-07 21:20:58,ACTIVE,AGT0000071,PAYMENT,2026-08-07 05:25:00,2026-08,BNPL,120,NPA,230581.33
HISTORY0030751,ACC0029708,BRW0008359,2026-08-07 21:16:42,PAID,AGT0000070,PAYMENT,2026-08-08 00:36:48,2026-08,CREDIT_CARD,30,NPA,315768.62
HISTORY0029006,ACC0017058,BRW0005629,2026-08-07 21:16:32,PAID,AGT0000056,FIELD,2026-08-08 04:30:10,2026-08,PERSONAL,15,NPA,270085.21
HISTORY0040433,ACC0008454,BRW0011088,2026-08-07 21:13:39,NPA,SYSTEM,FIELD,2026-08-07 21:05:32,2026-08,CREDIT_CARD,90,NPA,280951.25
HISTORY0033152,ACC0012511,BRW0003722,2026-08-07 21:10:28,PTP,AGT0000009,PAYMENT,2026-08-07 09:56:26,2026-08,PERSONAL,0,NPA,581838.55
HISTORY0015139,ACC0010143,BRW0001686,2026-08-07 21:03:53,CLOSED,AGT0000098,CALL,2026-08-07 19:48:51,2026-08,CONSUMER,15,MEDIUM,3393.91
HISTORY0047852,ACC0006958,BRW0008043,2026-08-07 20:57:59,PTP,AGT0000026,CALL,2026-08-07 12:45:35,2026-08,BNPL,180,LOW,318284.16
HISTORY0047941,ACC0007184,BRW0011452,2026-08-07 20:56:32,WRITEOFF,AGT0000081,CALL,2026-08-07 14:11:41,2026-08,BNPL,180,LOW,526250.07
HISTORY0006180,ACC0021614,BRW0007834,2026-08-07 20:55:31,NPA,AGT0000042,CALL,2026-08-07 07:01:17,2026-08,PERSONAL,30,MEDIUM,640213.01
HISTORY0012731,ACC0018913,BRW0008610,2026-08-07 20:53:21,NPA,AGT0000031,CALL,2026-08-08 05:21:53,2026-08,AUTO,0,HIGH,679220.12
HISTORY0056019,ACC0009011,BRW0006712,2026-08-07 20:45:50,CLOSED,SYSTEM,BATCH,2026-08-08 06:07:57,2026-08,AUTO,1,HIGH,408964.75
HISTORY0013535,ACC0008050,BRW0003387,2026-08-07 20:44:27,NPA,AGT0000027,CORE,2026-08-08 17:16:57,2026-08,CREDIT_CARD,30,LOW,260456.98
HISTORY0008066,ACC0017610,BRW0001705,2026-08-07 20:34:22,WRITEOFF,AGT0000045,CALL,2026-08-06 22:34:56,2026-08,BNPL,60,HIGH,2576.88
HISTORY0056904,ACC0029529,BRW0008365,2026-08-07 20:32:59,CLOSED,AGT0000007,CORE,2026-08-08 06:23:27,2026-08,PERSONAL,30,LOW,683072.42
HISTORY0030399,ACC0029227,BRW0006381,2026-08-07 20:30:44,CLOSED,AGT0000029,PAYMENT,2026-08-08 12:58:08,2026-08,CONSUMER,30,HIGH,218219.52
